record_id,status_type,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,published_at,publication_year,publication_month,publication_weekday,publication_weekday_number,publication_hour
35,photo,293,8,0,281,11,1,0,0,0,2018-03-05 02:48:00,2018,3,Monday,0,2.8
36,video,128,137,26,110,16,2,0,0,0,2018-03-02 09:55:00,2018,3,Friday,4,9.916666666666666
37,photo,84,15,13,78,5,1,0,0,0,2018-02-28 08:19:00,2018,2,Wednesday,2,8.316666666666666
38,photo,66,11,6,61,4,1,0,0,0,2018-02-28 01:43:00,2018,2,Wednesday,2,1.7166666666666668
39,video,171,292,28,150,19,1,1,0,0,2018-02-26 08:50:00,2018,2,Monday,0,8.833333333333334
40,video,90,72,23,79,10,1,0,0,0,2018-02-25 10:13:00,2018,2,Sunday,6,10.216666666666667
41,video,139,39,9,121,16,1,1,0,0,2018-02-21 00:19:00,2018,2,Wednesday,2,0.31666666666666665
42,video,236,181,21,201,33,0,1,0,1,2018-02-19 00:11:00,2018,2,Monday,0,0.18333333333333332
43,video,225,210,34,193,30,0,2,0,0,2018-02-18 07:15:00,2018,2,Sunday,6,7.25
44,photo,275,12,0,260,11,4,0,0,0,2018-02-17 22:30:00,2018,2,Saturday,5,22.5
45,video,372,456,37,334,31,1,1,1,4,2018-02-17 04:15:00,2018,2,Saturday,5,4.25
46,photo,445,9,0,419,23,3,0,0,0,2018-02-15 03:47:00,2018,2,Thursday,3,3.783333333333333
47,video,128,60,11,114,13,0,0,0,1,2018-02-14 08:23:00,2018,2,Wednesday,2,8.383333333333333
48,video,186,235,46,163,19,0,3,0,1,2018-02-13 01:16:00,2018,2,Tuesday,1,1.2666666666666666
49,video,309,444,36,254,42,2,8,3,0,2018-02-12 03:28:00,2018,2,Monday,0,3.466666666666667
50,photo,77,11,3,75,2,0,0,0,0,2018-02-11 05:55:00,2018,2,Sunday,6,5.916666666666667
51,video,119,72,28,103,16,0,0,0,0,2018-02-10 07:54:00,2018,2,Saturday,5,7.9
52,photo,100,21,13,95,5,0,0,0,0,2018-02-09 01:48:00,2018,2,Friday,4,1.8
53,video,240,255,111,193,44,1,1,0,1,2018-02-08 09:14:00,2018,2,Thursday,3,9.233333333333333
54,video,164,136,48,146,15,2,0,1,0,2018-02-07 08:35:00,2018,2,Wednesday,2,8.583333333333334
55,video,202,327,42,171,30,1,0,0,0,2018-02-06 08:46:00,2018,2,Tuesday,1,8.766666666666667
56,video,211,284,46,186,25,0,0,0,0,2018-02-05 09:20:00,2018,2,Monday,0,9.333333333333334
57,video,148,114,16,136,10,0,2,0,0,2018-02-04 03:25:00,2018,2,Sunday,6,3.4166666666666665
58,video,97,81,16,84,13,0,0,0,0,2018-02-03 08:34:00,2018,2,Saturday,5,8.566666666666666
59,video,279,292,34,254,20,3,1,1,0,2018-02-02 09:24:00,2018,2,Friday,4,9.4
60,photo,263,8,0,245,14,4,0,0,0,2018-02-02 07:08:00,2018,2,Friday,4,7.133333333333334
61,video,177,193,34,151,25,1,0,0,0,2018-02-02 06:01:00,2018,2,Friday,4,6.016666666666667
62,photo,517,32,1,484,26,7,0,0,0,2018-01-28 07:50:00,2018,1,Sunday,6,7.833333333333333
63,video,289,258,33,256,33,0,0,0,0,2018-01-28 05:25:00,2018,1,Sunday,6,5.416666666666667
64,photo,66,13,0,65,1,0,0,0,0,2018-01-26 13:03:00,2018,1,Friday,4,13.05
65,photo,112,6,0,104,8,0,0,0,0,2018-01-26 13:02:00,2018,1,Friday,4,13.033333333333333
66,video,206,259,48,181,22,1,2,0,0,2018-01-26 08:47:00,2018,1,Friday,4,8.783333333333333
67,video,362,468,86,305,56,0,0,1,0,2018-01-25 08:40:00,2018,1,Thursday,3,8.666666666666666
68,video,184,130,51,161,23,0,0,0,0,2018-01-23 09:04:00,2018,1,Tuesday,1,9.066666666666666
69,video,216,251,34,199,16,0,0,0,1,2018-01-22 09:37:00,2018,1,Monday,0,9.616666666666667
70,video,57,0,0,56,1,0,0,0,0,2018-01-22 09:15:00,2018,1,Monday,0,9.25
71,video,272,258,43,226,44,1,1,0,0,2018-01-21 09:10:00,2018,1,Sunday,6,9.166666666666666
72,video,248,247,34,208,33,3,2,0,2,2018-01-20 23:10:00,2018,1,Saturday,5,23.166666666666668
73,video,132,89,40,110,20,1,0,0,1,2018-01-20 09:08:00,2018,1,Saturday,5,9.133333333333333
74,video,226,341,41,196,30,0,0,0,0,2018-01-19 09:16:00,2018,1,Friday,4,9.266666666666667
75,video,35,1,0,35,0,0,0,0,0,2018-01-19 09:06:00,2018,1,Friday,4,9.1
76,video,219,316,36,170,46,3,0,0,0,2018-01-18 08:54:00,2018,1,Thursday,3,8.9
77,video,94,1,1,94,0,0,0,0,0,2018-01-18 05:08:00,2018,1,Thursday,3,5.133333333333334
78,video,259,368,50,234,25,0,0,0,0,2018-01-17 09:29:00,2018,1,Wednesday,2,9.483333333333333
79,video,62,1,0,62,0,0,0,0,0,2018-01-16 22:36:00,2018,1,Tuesday,1,22.6
80,video,127,76,21,114,13,0,0,0,0,2018-01-16 22:13:00,2018,1,Tuesday,1,22.216666666666665
81,video,149,63,15,134,15,0,0,0,0,2018-01-16 00:53:00,2018,1,Tuesday,1,0.8833333333333333
82,video,134,171,41,116,18,0,0,0,0,2018-01-13 09:18:00,2018,1,Saturday,5,9.3
83,video,392,461,47,360,32,0,0,0,0,2018-01-11 09:05:00,2018,1,Thursday,3,9.083333333333334
84,video,310,540,41,284,26,0,0,0,0,2018-01-10 08:57:00,2018,1,Wednesday,2,8.95
85,photo,14,3,0,12,2,0,0,0,0,2018-01-02 23:05:00,2018,1,Tuesday,1,23.083333333333332
86,photo,293,6,1,275,15,3,0,0,0,2017-12-26 06:23:00,2017,12,Tuesday,1,6.383333333333334
87,photo,236,12,0,226,8,1,1,0,0,2017-12-24 10:28:00,2017,12,Sunday,6,10.466666666666667
88,photo,312,10,0,291,18,3,0,0,0,2017-12-21 08:14:00,2017,12,Thursday,3,8.233333333333333
89,photo,24,12,0,24,0,0,0,0,0,2017-12-10 23:28:00,2017,12,Sunday,6,23.466666666666665
90,link,16,9,0,15,1,0,0,0,0,2017-12-08 02:37:00,2017,12,Friday,4,2.6166666666666667
91,photo,33,12,0,32,1,0,0,0,0,2017-12-07 06:41:00,2017,12,Thursday,3,6.683333333333334
92,photo,675,10,0,645,29,1,0,0,0,2017-12-05 01:25:00,2017,12,Tuesday,1,1.4166666666666667
93,photo,737,18,0,697,31,9,0,0,0,2017-12-04 08:28:00,2017,12,Monday,0,8.466666666666667
94,photo,572,16,0,554,16,2,0,0,0,2017-12-03 01:40:00,2017,12,Sunday,6,1.6666666666666665
95,photo,23,7,0,20,3,0,0,0,0,2017-11-22 22:14:00,2017,11,Wednesday,2,22.233333333333334
96,photo,266,25,0,250,11,5,0,0,0,2017-11-21 01:37:00,2017,11,Tuesday,1,1.6166666666666667
97,video,378,512,30,348,27,2,0,0,1,2017-11-21 00:22:00,2017,11,Tuesday,1,0.36666666666666664
98,video,421,709,30,373,45,2,0,1,0,2017-11-18 22:32:00,2017,11,Saturday,5,22.533333333333335
99,video,1493,1979,753,1333,139,9,3,8,1,2017-11-18 01:23:00,2017,11,Saturday,5,1.3833333333333333
100,photo,76,17,0,76,0,0,0,0,0,2017-11-16 00:01:00,2017,11,Thursday,3,0.016666666666666666
101,photo,36,11,0,34,2,0,0,0,0,2017-11-09 00:32:00,2017,11,Thursday,3,0.5333333333333333
102,photo,19,8,0,18,0,0,1,0,0,2017-11-02 21:22:00,2017,11,Thursday,3,21.366666666666667
103,photo,27,10,0,27,0,0,0,0,0,2017-10-30 23:46:00,2017,10,Monday,0,23.766666666666666
104,photo,117,2,53,108,9,0,0,0,0,2017-10-26 12:02:00,2017,10,Thursday,3,12.033333333333333
105,photo,146,1,0,145,1,0,0,0,0,2017-10-26 11:53:00,2017,10,Thursday,3,11.883333333333333
106,photo,166,0,13,151,7,0,0,8,0,2017-10-25 22:45:00,2017,10,Wednesday,2,22.75
107,photo,190,0,31,171,0,0,0,19,0,2017-10-25 22:29:00,2017,10,Wednesday,2,22.483333333333334
108,photo,217,16,0,213,4,0,0,0,0,2017-10-24 03:55:00,2017,10,Tuesday,1,3.9166666666666665
109,photo,458,14,0,451,3,4,0,0,0,2017-10-24 01:20:00,2017,10,Tuesday,1,1.3333333333333333
110,photo,553,15,0,538,12,3,0,0,0,2017-10-23 03:52:00,2017,10,Monday,0,3.8666666666666667
111,photo,203,18,11,190,7,6,0,0,0,2017-10-23 03:23:00,2017,10,Monday,0,3.3833333333333333
112,photo,1005,25,1,979,16,9,1,0,0,2017-10-22 00:38:00,2017,10,Sunday,6,0.6333333333333333
113,video,202,145,23,182,19,0,0,0,1,2017-10-21 23:43:00,2017,10,Saturday,5,23.716666666666665
114,photo,428,14,0,419,4,5,0,0,0,2017-10-21 03:19:00,2017,10,Saturday,5,3.3166666666666664
115,photo,479,17,0,462,10,7,0,0,0,2017-10-20 06:37:00,2017,10,Friday,4,6.616666666666667
116,video,212,116,11,201,10,1,0,0,0,2017-10-20 03:19:00,2017,10,Friday,4,3.3166666666666664
117,video,225,157,17,211,14,0,0,0,0,2017-10-19 02:44:00,2017,10,Thursday,3,2.7333333333333334
118,video,171,46,5,156,12,2,1,0,0,2017-10-18 09:13:00,2017,10,Wednesday,2,9.216666666666667
119,video,247,120,16,232,14,1,0,0,0,2017-10-18 02:33:00,2017,10,Wednesday,2,2.55
120,video,269,453,39,242,26,1,0,0,0,2017-10-17 05:37:00,2017,10,Tuesday,1,5.616666666666667
121,video,258,486,32,235,23,0,0,0,0,2017-10-17 02:36:00,2017,10,Tuesday,1,2.6
122,photo,109,2,1,104,5,0,0,0,0,2017-10-17 01:47:00,2017,10,Tuesday,1,1.7833333333333332
123,photo,97,5,0,96,0,1,0,0,0,2017-10-16 22:47:00,2017,10,Monday,0,22.783333333333335
124,video,280,199,25,254,24,2,0,0,0,2017-10-16 06:37:00,2017,10,Monday,0,6.616666666666667
125,video,325,77,21,293,30,1,1,0,0,2017-10-16 05:25:00,2017,10,Monday,0,5.416666666666667
126,photo,51,11,0,51,0,0,0,0,0,2017-10-15 22:58:00,2017,10,Sunday,6,22.966666666666665
127,video,280,825,47,243,35,1,1,0,0,2017-10-15 02:27:00,2017,10,Sunday,6,2.45
128,video,688,0,0,632,34,0,0,22,0,2017-10-14 10:37:00,2017,10,Saturday,5,10.616666666666667
129,video,365,805,46,320,39,1,3,0,2,2017-10-14 03:35:00,2017,10,Saturday,5,3.5833333333333335
130,photo,295,5,0,295,0,0,0,0,0,2017-10-12 21:43:00,2017,10,Thursday,3,21.716666666666665
131,photo,27,14,0,26,1,0,0,0,0,2017-10-11 22:21:00,2017,10,Wednesday,2,22.35
132,photo,15,11,0,15,0,0,0,0,0,2017-10-06 08:04:00,2017,10,Friday,4,8.066666666666666
133,photo,16,12,0,16,0,0,0,0,0,2017-10-04 23:19:00,2017,10,Wednesday,2,23.316666666666666
134,photo,29,12,0,29,0,0,0,0,0,2017-10-01 03:31:00,2017,10,Sunday,6,3.5166666666666666
135,video,28,6,0,28,0,0,0,0,0,2017-10-01 01:05:00,2017,10,Sunday,6,1.0833333333333333
136,photo,8,8,0,8,0,0,0,0,0,2017-09-28 23:21:00,2017,9,Thursday,3,23.35
137,photo,10,9,0,10,0,0,0,0,0,2017-09-28 00:12:00,2017,9,Thursday,3,0.2
138,photo,39,8,0,39,0,0,0,0,0,2017-09-26 22:39:00,2017,9,Tuesday,1,22.65
139,photo,49,11,0,47,2,0,0,0,0,2017-09-25 22:52:00,2017,9,Monday,0,22.866666666666667
140,video,226,449,37,189,25,1,1,10,0,2017-09-24 01:58:00,2017,9,Sunday,6,1.9666666666666668
141,video,104,49,13,91,12,0,0,1,0,2017-09-24 01:52:00,2017,9,Sunday,6,1.8666666666666667
142,photo,251,17,0,244,7,0,0,0,0,2017-09-23 03:56:00,2017,9,Saturday,5,3.9333333333333336
143,video,244,589,48,213,29,1,1,0,0,2017-09-23 00:09:00,2017,9,Saturday,5,0.15
144,video,252,558,41,204,45,1,1,0,1,2017-09-22 08:48:00,2017,9,Friday,4,8.8
145,video,121,15,4,114,4,2,1,0,0,2017-09-21 08:22:00,2017,9,Thursday,3,8.366666666666667
146,photo,321,5,0,307,11,2,1,0,0,2017-09-21 01:50:00,2017,9,Thursday,3,1.8333333333333335
147,photo,103,8,3,99,4,0,0,0,0,2017-09-21 00:26:00,2017,9,Thursday,3,0.43333333333333335
148,video,136,31,16,122,14,0,0,0,0,2017-09-20 23:43:00,2017,9,Wednesday,2,23.716666666666665
149,video,337,247,27,300,35,1,1,0,0,2017-09-20 21:25:00,2017,9,Wednesday,2,21.416666666666668
150,photo,648,13,0,627,18,3,0,0,0,2017-09-20 09:47:00,2017,9,Wednesday,2,9.783333333333333
151,video,175,157,14,157,18,0,0,0,0,2017-09-20 00:19:00,2017,9,Wednesday,2,0.31666666666666665
152,video,339,424,36,296,38,1,4,0,0,2017-09-19 07:39:00,2017,9,Tuesday,1,7.65
153,photo,341,3,0,331,8,2,0,0,0,2017-09-19 06:44:00,2017,9,Tuesday,1,6.733333333333333
154,video,177,131,27,150,27,0,0,0,0,2017-09-19 00:40:00,2017,9,Tuesday,1,0.6666666666666666
155,photo,201,0,0,195,4,2,0,0,0,2017-09-13 03:48:00,2017,9,Wednesday,2,3.8
156,photo,43,7,0,41,2,0,0,0,0,2017-09-12 22:34:00,2017,9,Tuesday,1,22.566666666666666
157,photo,40,7,0,39,1,0,0,0,0,2017-09-11 06:14:00,2017,9,Monday,0,6.233333333333333
158,photo,58,14,0,57,1,0,0,0,0,2017-09-07 22:52:00,2017,9,Thursday,3,22.866666666666667
159,video,403,525,42,363,36,1,3,0,0,2017-09-07 04:21:00,2017,9,Thursday,3,4.35
160,photo,148,4,3,144,4,0,0,0,0,2017-09-07 02:02:00,2017,9,Thursday,3,2.033333333333333
161,photo,150,24,2,144,6,0,0,0,0,2017-09-06 23:14:00,2017,9,Wednesday,2,23.233333333333334
162,photo,53,12,0,53,0,0,0,0,0,2017-09-06 07:33:00,2017,9,Wednesday,2,7.55
163,status,144,15,8,140,4,0,0,0,0,2017-09-06 06:22:00,2017,9,Wednesday,2,6.366666666666666
164,video,298,491,46,262,34,2,0,0,0,2017-09-06 03:48:00,2017,9,Wednesday,2,3.8
165,photo,171,4,1,166,5,0,0,0,0,2017-09-06 02:02:00,2017,9,Wednesday,2,2.033333333333333
166,photo,4410,633,257,4315,73,17,5,0,0,2017-09-03 05:39:00,2017,9,Sunday,6,5.65
167,video,374,588,46,327,47,0,0,0,0,2017-08-31 08:50:00,2017,8,Thursday,3,8.833333333333334
168,photo,181,20,0,180,1,0,0,0,0,2017-08-30 08:38:00,2017,8,Wednesday,2,8.633333333333333
169,photo,267,20,1,249,8,10,0,0,0,2017-08-27 09:46:00,2017,8,Sunday,6,9.766666666666667
170,photo,60,7,0,59,1,0,0,0,0,2017-08-27 04:54:00,2017,8,Sunday,6,4.9
171,photo,98,23,5,95,2,1,0,0,0,2017-08-25 07:36:00,2017,8,Friday,4,7.6
172,video,26,7,0,26,0,0,0,0,0,2017-08-25 02:29:00,2017,8,Friday,4,2.4833333333333334
173,photo,255,18,0,244,11,0,0,0,0,2017-08-24 02:18:00,2017,8,Thursday,3,2.3
174,photo,174,6,1,167,5,2,0,0,0,2017-08-23 06:15:00,2017,8,Wednesday,2,6.25
175,photo,64,5,1,59,5,0,0,0,0,2017-08-22 10:59:00,2017,8,Tuesday,1,10.983333333333333
176,photo,62,3,0,58,4,0,0,0,0,2017-08-22 10:32:00,2017,8,Tuesday,1,10.533333333333333
177,video,192,417,40,168,22,1,1,0,0,2017-08-22 01:40:00,2017,8,Tuesday,1,1.6666666666666665
178,photo,110,18,6,110,0,0,0,0,0,2017-08-22 00:09:00,2017,8,Tuesday,1,0.15
179,photo,119,12,7,117,2,0,0,0,0,2017-08-22 00:08:00,2017,8,Tuesday,1,0.13333333333333333
180,photo,42,11,0,41,0,1,0,0,0,2017-08-20 04:41:00,2017,8,Sunday,6,4.683333333333334
181,video,234,355,34,178,52,2,0,1,1,2017-08-19 23:14:00,2017,8,Saturday,5,23.233333333333334
182,photo,54,10,0,53,1,0,0,0,0,2017-08-18 11:35:00,2017,8,Friday,4,11.583333333333334
183,photo,82,8,0,80,1,0,0,1,0,2017-08-18 11:33:00,2017,8,Friday,4,11.55
184,photo,18,8,0,18,0,0,0,0,0,2017-08-18 08:36:00,2017,8,Friday,4,8.6
185,photo,147,17,7,141,5,1,0,0,0,2017-08-15 09:58:00,2017,8,Tuesday,1,9.966666666666667
186,photo,80,8,0,79,1,0,0,0,0,2017-08-15 09:31:00,2017,8,Tuesday,1,9.516666666666667
187,video,299,564,42,262,34,1,1,0,1,2017-08-14 07:41:00,2017,8,Monday,0,7.683333333333334
188,photo,629,11,1,607,18,4,0,0,0,2017-08-12 02:40:00,2017,8,Saturday,5,2.6666666666666665
189,photo,69,2,0,67,2,0,0,0,0,2017-08-11 20:41:00,2017,8,Friday,4,20.683333333333334
190,video,219,110,17,190,26,1,2,0,0,2017-08-11 00:27:00,2017,8,Friday,4,0.45
191,photo,30,2,0,27,3,0,0,0,0,2017-08-10 23:39:00,2017,8,Thursday,3,23.65
192,photo,65,1,0,62,2,1,0,0,0,2017-08-10 09:17:00,2017,8,Thursday,3,9.283333333333333
193,photo,161,7,0,153,8,0,0,0,0,2017-08-10 03:03:00,2017,8,Thursday,3,3.05
194,video,398,605,30,348,44,3,3,0,0,2017-08-10 01:24:00,2017,8,Thursday,3,1.4
195,photo,47,7,0,47,0,0,0,0,0,2017-08-09 05:14:00,2017,8,Wednesday,2,5.233333333333333
196,photo,182,3,4,177,5,0,0,0,0,2017-08-09 01:45:00,2017,8,Wednesday,2,1.75
197,video,317,158,32,269,47,1,0,0,0,2017-08-08 22:24:00,2017,8,Tuesday,1,22.4
198,video,571,888,107,459,107,1,1,1,2,2017-08-08 05:13:00,2017,8,Tuesday,1,5.216666666666667
199,photo,16,10,0,15,1,0,0,0,0,2017-08-07 09:18:00,2017,8,Monday,0,9.3
200,photo,30,9,0,30,0,0,0,0,0,2017-08-06 01:08:00,2017,8,Sunday,6,1.1333333333333333
201,photo,57,7,0,57,0,0,0,0,0,2017-08-06 00:36:00,2017,8,Sunday,6,0.6
202,photo,74,6,3,74,0,0,0,0,0,2017-08-05 01:44:00,2017,8,Saturday,5,1.7333333333333334
203,video,368,911,50,317,50,1,0,0,0,2017-08-03 04:50:00,2017,8,Thursday,3,4.833333333333333
204,photo,19,3,0,19,0,0,0,0,0,2017-08-03 04:31:00,2017,8,Thursday,3,4.516666666666667
205,photo,176,3,0,175,0,1,0,0,0,2017-08-02 22:18:00,2017,8,Wednesday,2,22.3
206,photo,133,7,0,133,0,0,0,0,0,2017-08-02 06:02:00,2017,8,Wednesday,2,6.033333333333333
207,photo,162,6,2,158,3,1,0,0,0,2017-08-02 02:54:00,2017,8,Wednesday,2,2.9
208,video,734,996,73,601,116,11,6,0,0,2017-08-01 23:33:00,2017,8,Tuesday,1,23.55
209,status,42,16,9,41,1,0,0,0,0,2017-08-01 00:57:00,2017,8,Tuesday,1,0.95
210,status,33,6,3,31,2,0,0,0,0,2017-07-31 09:50:00,2017,7,Monday,0,9.833333333333334
211,video,29,6,1,29,0,0,0,0,0,2017-07-28 01:10:00,2017,7,Friday,4,1.1666666666666667
212,photo,43,6,0,42,1,0,0,0,0,2017-07-27 22:48:00,2017,7,Thursday,3,22.8
213,photo,14,6,0,13,1,0,0,0,0,2017-07-27 08:08:00,2017,7,Thursday,3,8.133333333333333
214,video,475,574,48,406,63,4,2,0,0,2017-07-26 09:01:00,2017,7,Wednesday,2,9.016666666666667
215,photo,50,8,2,49,1,0,0,0,0,2017-07-25 23:18:00,2017,7,Tuesday,1,23.3
216,photo,94,23,6,94,0,0,0,0,0,2017-07-25 22:46:00,2017,7,Tuesday,1,22.766666666666666
217,video,303,34,3,291,11,1,0,0,0,2017-07-22 08:50:00,2017,7,Saturday,5,8.833333333333334
218,photo,168,7,1,167,1,0,0,0,0,2017-07-22 07:08:00,2017,7,Saturday,5,7.133333333333334
219,photo,248,14,0,241,7,0,0,0,0,2017-07-21 23:32:00,2017,7,Friday,4,23.533333333333335
220,photo,422,6,0,410,8,3,1,0,0,2017-07-21 08:52:00,2017,7,Friday,4,8.866666666666667
221,photo,189,3,0,184,2,0,3,0,0,2017-07-21 04:20:00,2017,7,Friday,4,4.333333333333333
222,photo,390,17,2,382,5,3,0,0,0,2017-07-21 02:59:00,2017,7,Friday,4,2.9833333333333334
223,photo,618,28,0,597,14,7,0,0,0,2017-07-20 23:30:00,2017,7,Thursday,3,23.5
224,photo,191,2,2,188,2,1,0,0,0,2017-07-20 08:59:00,2017,7,Thursday,3,8.983333333333333
225,video,321,1381,67,275,44,1,1,0,0,2017-07-18 07:53:00,2017,7,Tuesday,1,7.883333333333333
226,photo,364,7,2,347,15,2,0,0,0,2017-07-16 02:18:00,2017,7,Sunday,6,2.3
227,photo,51,10,0,51,0,0,0,0,0,2017-07-13 00:11:00,2017,7,Thursday,3,0.18333333333333332
228,video,282,524,38,247,34,0,1,0,0,2017-07-12 07:59:00,2017,7,Wednesday,2,7.983333333333333
229,photo,369,14,1,362,7,0,0,0,0,2017-07-09 07:26:00,2017,7,Sunday,6,7.433333333333334
230,photo,138,16,6,133,4,1,0,0,0,2017-07-08 08:41:00,2017,7,Saturday,5,8.683333333333334
231,photo,96,9,1,93,1,2,0,0,0,2017-07-05 09:15:00,2017,7,Wednesday,2,9.25
232,photo,186,11,0,184,1,1,0,0,0,2017-07-04 05:55:00,2017,7,Tuesday,1,5.916666666666667
233,photo,487,15,0,461,14,12,0,0,0,2017-07-04 01:30:00,2017,7,Tuesday,1,1.5
234,video,282,19,4,257,20,3,2,0,0,2017-07-03 23:23:00,2017,7,Monday,0,23.383333333333333
235,photo,383,8,1,367,13,3,0,0,0,2017-06-26 04:06:00,2017,6,Monday,0,4.1
236,photo,216,0,1,211,5,0,0,0,0,2017-06-25 11:49:00,2017,6,Sunday,6,11.816666666666666
237,photo,48,0,0,45,2,1,0,0,0,2017-06-25 09:47:00,2017,6,Sunday,6,9.783333333333333
238,video,885,462,26,659,220,0,2,0,0,2017-06-25 07:42:00,2017,6,Sunday,6,7.7
239,photo,185,11,1,175,10,0,0,0,0,2017-06-25 07:02:00,2017,6,Sunday,6,7.033333333333333
240,photo,259,1,1,251,7,0,1,0,0,2017-06-25 04:58:00,2017,6,Sunday,6,4.966666666666667
241,photo,299,9,0,291,8,0,0,0,0,2017-06-25 02:48:00,2017,6,Sunday,6,2.8
242,photo,199,9,1,186,13,0,0,0,0,2017-06-24 23:41:00,2017,6,Saturday,5,23.683333333333334
243,photo,717,40,1,680,30,7,0,0,0,2017-06-24 04:34:00,2017,6,Saturday,5,4.566666666666666
244,photo,155,2,0,150,5,0,0,0,0,2017-06-22 06:34:00,2017,6,Thursday,3,6.566666666666666
245,photo,293,8,0,282,11,0,0,0,0,2017-06-21 04:15:00,2017,6,Wednesday,2,4.25
246,photo,243,6,0,237,5,1,0,0,0,2017-06-18 11:48:00,2017,6,Sunday,6,11.8
247,photo,264,2,0,256,2,5,0,0,0,2017-06-13 23:17:00,2017,6,Tuesday,1,23.283333333333335
248,photo,313,3,0,297,7,6,0,0,0,2017-06-13 01:31:00,2017,6,Tuesday,1,1.5166666666666666
249,photo,208,1,0,201,7,0,0,0,0,2017-06-12 09:38:00,2017,6,Monday,0,9.633333333333333
250,photo,216,0,0,209,6,1,0,0,0,2017-06-12 09:33:00,2017,6,Monday,0,9.55
251,photo,247,6,0,234,9,1,0,0,0,2017-06-12 05:08:00,2017,6,Monday,0,5.133333333333334
